总测试股票数,正收益占比,收益率均值,收益率中位数,收益率标准差,最大收益率,最小收益率,平均最大回撤,平均交易次数,平均夏普比率,白名单股票数
3025,50.25%,82.31%,1.49%,180.33%,6291.77%,-62.61%,0.16513625619695346,4.977685950413223,37.91%,878
