code,name,total_return,trade_count,max_drawdown,sharpe_ratio
600128,苏豪弘业,2.1781080511675017,11.5,0.3017560779586098,0.8299776662531615
1313,粤海饲料,2.174306002408238,8.5,0.1561771561771559,1.30070088119803
300588,熙菱信息,2.1738544694054425,4.0,0.1320293398533008,1.1381830494946654
2788,鹭燕医药,2.172731822876989,6.0,0.1656050955414013,1.1410526279836846
655,金岭矿业,2.1716148838758387,7.0,0.1754648741460559,1.0780077226621
26,飞亚达,2.1549632678804223,10.5,0.2495095923608392,0.8214898172497703
300762,上海瀚讯,2.154631990117773,13.0,0.3057795698924732,0.8112181563343285
300918,南山智尚,2.148234835861109,5.0,0.1888185654008438,1.0285867491810086
300729,乐歌股份,2.146472318541028,8.0,0.2146844959820315,0.9464940603789213
2606,大连电瓷,2.1450280556429364,9.5,0.363953428878906,0.7957398411276678
3020,立方制药,2.144568638209013,9.5,0.2682512733446519,0.9068315192185542
300599,雄塑科技,2.141901621909128,6.0,0.3558231671439208,0.9745985385002718
301025,读客文化,2.122203149924382,11.5,0.3134357973315028,0.853602494447759
300828,锐新科技,2.104721121989974,11.0,0.3984411213083852,0.7854689088935974
597,东北制药,2.1014568841944654,11.0,0.1481168721499748,1.2396233540431882
2057,中钢天源,2.0986988126033723,4.0,0.2035278154681139,1.021871848139874
2652,扬子新材,2.0960334265235505,9.0,0.3154417274027656,1.0304951629717756
300243,瑞丰高材,2.0906173122216845,4.5,0.1109510086455331,1.2374320010326092
2669,康达新材,2.089624941695538,13.0,0.337538531457438,0.8564149849097525
2976,瑞玛精密,2.0832068606759973,12.0,0.3235772640967131,0.8906804882145706
300434,金石亚药,2.076479058679683,8.5,0.3022912759754859,0.920219962743541
300550,和仁科技,2.0757300026050234,18.0,0.3207591781397341,0.7660781555793079
300270,中威电子,2.0711684864047557,11.0,0.2585438335809808,0.8397751626883344
300151,昌红科技,2.071166058635296,7.5,0.2797397738246248,0.9034038959010534
2718,友邦吊顶,2.070762294119774,16.0,0.3816625862652854,0.7945504460093864
301193,家联科技,2.0613125189549497,4.0,0.1095066185318893,1.3771439205696627
2413,雷科防务,2.05715538269606,7.0,0.3225806451612911,0.8489598661579925
300074,华平股份,2.0558727562460035,14.5,0.3380966859227733,0.7901055799588751
2817,黄山胶囊,2.0549109404007737,13.5,0.3718720032845269,0.9032096809060468
2376,新北洋,2.048745108465317,13.5,0.3474959856079025,0.9383062346354742
2389,航天彩虹,2.046143443083392,15.5,0.3715858053349689,0.8366068692370014
593,德龙汇能,2.040895840992472,4.0,0.1684782608695648,1.063749522546542
300480,光力科技,2.035027750448687,13.5,0.3658688456850493,0.8295737023358623
2883,*ST中设,2.034987383566732,7.5,0.2494969818913473,0.99408210204951
2412,汉森制药,2.0275951893319424,17.0,0.2763887171737983,0.8329709350720054
3013,地铁设计,2.0252111365042604,9.0,0.2090942830878109,1.1340636967981783
2350,北京科锐,2.001339778409964,8.0,0.2758302040816324,0.8053810189371379
600099,林海股份,2.000808376717081,9.5,0.3499912177094486,0.8542465257931589
2043,兔 宝 宝,2.0005637494851123,10.5,0.3079211016912597,0.7217538888399957
300802,矩子科技,1.994936499231801,7.0,0.2627064651405328,0.9756943090150032
300909,汇创达,1.98597474659479,18.0,0.3793099026745031,0.8323745142542802
301221,光庭信息,1.9824918746345157,14.5,0.357821820309001,0.8235681646438553
2952,亚世光电,1.9780825487105544,11.0,0.3786256690009164,0.7530376222211643
301429,森泰股份,1.97792908615189,8.0,0.2473989688493716,1.2329274715775187
301228,实朴检测,1.977410182399831,10.0,0.244255319148936,0.9205245435464144
300643,万通智控,1.9726642530615977,13.0,0.3149404102972944,0.7452034540242748
300299,富春股份,1.97173327128258,3.0,0.1244239631336405,1.0297669868068209
300054,鼎龙股份,1.967692560800248,7.5,0.2708630595299501,0.9953284009818112
301028,鼎熔岩,1.9658125460675044,11.0,0.3570457719181681,0.8960125519844276
60,中金岭南,1.9638675630351503,5.5,0.1816091954022983,1.1224996202414086
301308,江波龙,1.9588726495572664,8.5,0.2732951467223725,1.0965399906438362
2927,泰永长征,1.957741256726772,14.0,0.3137269448701789,0.8168499516648903
2953,日丰股份,1.9576152199645689,7.0,0.1705068088025279,0.9306594972506164
2917,金奥博,1.951350981555192,8.0,0.1946697566628036,0.9490147301180069
2858,力盛体育,1.936413787643268,7.5,0.2537091988130559,0.8745023487813902
300373,扬杰科技,1.933679018314005,11.5,0.2972243150739101,0.6788133995895712
300622,博士眼镜,1.932940986438076,9.5,0.2471500344885438,0.7871287295591145
300808,久量股份,1.9302394272839212,5.0,0.3912101030626936,0.7508584988802445
2715,登云股份,1.9291019493955293,16.0,0.3035221939379722,0.7645817878425306
301251,威尔高,1.918097482168285,13.0,0.3421953399519806,1.2605304633319072
300479,神思电子,1.9169930456457287,12.5,0.3639879023979126,0.703298352310003
300407,凯发电气,1.912272575018628,19.0,0.3794169090395047,0.7128360839795542
300935,盈建科,1.8982897208915848,6.0,0.2486406327236776,0.9058893615862088
300615,欣天科技,1.882714250008091,7.5,0.3137175177132622,0.7939383048695676
300384,三联虹普,1.8739300532935803,8.5,0.2543312543312543,0.7918063625191024
301512,智信精密,1.8710589276262173,14.0,0.3022022741852738,1.190753639885586
300617,安靠智电,1.869954963693361,8.5,0.2749470250939628,0.8142961981058623
